CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age-Cat,Tenure-Cat,Score-Cat
2738,15641416,732.0,Germany,Female,61,9.0,94867.18,2.0,1,1,157527.6,1,senior,vip,good
2739,15775234,646.0,France,Male,24,8.0,0.0,2.0,0,0,92612.88,0,graduade,vip,poor
2740,15659475,597.0,France,Female,33,6.0,135703.59,2.0,0,0,74850.84,0,regular,long,poor
2741,15642202,821.0,n/a,Female,37,5.0,106453.53,2.0,0,1,127413.0,0,senior,long,excellent
2742,15771417,640.0,France,Male,43,7.0,132412.38,1.0,0,0,69584.3,1,senior,vip,poor
2743,15585100,511.0,Germany,Female,40,9.0,124401.6,1.0,1,0,198814.24,1,senior,vip,very poor
2744,15700487,805.0,France,n/a,46,6.0,118022.06,3.0,1,0,162643.15,1,senior,long,excellent
2745,15726589,540.0,Germany,Male,39,1.0,82531.11,1.0,1,0,114092.52,0,senior,short,very poor
2746,15747503,705.0,Spain,Male,44,0.0,184552.12,1.0,1,0,68860.3,1,senior,short,good
2747,15663826,532.0,Spain,Female,66,3.0,0.0,1.0,1,1,115227.02,0,retired,mid,very poor
2748,15742820,535.0,France,Female,45,2.0,0.0,2.0,0,1,170621.55,0,senior,mid,very poor
2749,15624793,627.0,Germany,Male,23,5.0,184244.86,1.0,1,0,103099.22,0,graduade,long,poor
2750,15597930,646.0,France,Male,52,8.0,60874.32118181818,1.0,0,0,172495.81,1,senior,vip,poor
2751,15665110,515.0,France,Female,25,7.0,79543.59,1.0,0,1,38772.82,0,regular,vip,very poor
2752,15770719,697.0,France,Female,39,6.0,151553.19,1.5319148936170213,1,1,44946.29,0,senior,long,good
2753,15731327,652.0,Germany,Male,27,2.0,166527.88,2.0,0,1,146007.7,0,regular,mid,poor
2754,15576044,579.0,Germany,Male,28,6.0,150329.15,1.0,1,0,145558.42,0,regular,long,poor
2755,15775662,760.0,France,Male,43,8.0,121911.59,1.0,1,0,193312.33,0,senior,vip,very good
2756,15646817,769.0,France,Male,51,9.0,156773.78,2.0,1,0,40257.79,0,senior,vip,very good
2757,15596060,498.0,Spain,Male,29,8.0,127864.26,1.0,1,1,46677.9,0,regular,vip,very poor
2758,15723299,774.0,France,Male,53,4.0,113709.28,1.0,1,1,153887.93,1,senior,long,very good
2759,15636982,705.0,Germany,Female,43,7.0,79974.55,1.0,1,1,103108.33,0,senior,vip,good
2760,15751175,648.0,France,Female,44,2.0,0.0,2.0,1,1,58652.23,0,senior,mid,poor
2761,15618936,688.0,France,Female,51,5.0,0.0,1.0,1,0,91624.11,1,senior,long,good
2762,15787529,592.0,Spain,Male,38,0.0,0.0,1.0,1,0,65986.48,1,senior,short,poor
2763,15780128,705.0,France,Male,33,3.0,144427.96,2.0,1,0,113845.19,0,regular,mid,good
2764,15615991,654.0,France,Male,42,7.0,99263.09,1.0,1,1,67607.9,0,senior,vip,poor
2765,15757001,624.0,France,Female,32,2.0,79368.87,2.0,1,1,145471.94,0,regular,mid,poor
2766,15595388,594.0,France,Female,30,10.0,0.0,2.0,1,1,124071.71,0,regular,vip,poor
2767,15699550,695.0,Spain,Female,34,9.0,0.0,2.0,1,1,67502.12,0,regular,vip,good
2768,15581620,597.0,France,Male,28,2.0,0.0,3.0,1,1,78707.97,0,regular,mid,poor
2769,15600934,758.0,France,Female,52,7.0,125095.94,1.0,1,0,171189.83,1,senior,vip,very good
2770,15738672,737.0,Germany,Female,40,2.0,162485.8,2.0,1,0,149381.32,0,senior,mid,good
2771,15721307,694.0,Germany,Male,37,1.0,95668.82,2.0,1,0,100335.55,0,senior,short,good
2772,15619280,683.0,France,Male,25,4.0,0.0,2.0,1,0,152698.24,0,regular,long,good
2773,15768244,538.0,Spain,Female,30,8.0,0.0,2.0,1,1,41192.95,0,regular,vip,very poor
2774,15806837,669.0,France,Male,37,4.0,0.0,1.0,1,0,132540.33,0,senior,long,good
2775,15643496,730.0,France,Female,34,5.0,74197.38,2.0,1,0,96875.52,0,regular,long,good
2776,15813916,622.0,France,Female,31,1.0,89688.94,1.0,1,1,152305.47,0,regular,short,poor
2777,15626385,714.0,Spain,Female,33,10.0,103121.33,2.0,1,1,49672.01,0,regular,vip,good
2778,15603582,569.0,Spain,Female,34,3.0,0.0,1.0,1,0,133997.53,0,regular,mid,very poor
2779,15764351,668.0,Germany,Female,59,5.0,116442.8039,1.0,0,1,50454.8,0,senior,long,poor
2780,15667938,628.0,France,Male,32,9.0,149136.31,2.0,1,1,16402.11,0,regular,vip,poor
2781,15576360,600.0,France,Male,40,1.0,141136.79,1.0,1,1,67803.83,0,senior,short,poor
2782,15628813,693.0,France,Female,43,4.0,152341.55,1.0,1,0,9241.78,0,senior,long,good
2783,15584190,704.0,France,Male,36,7.0,120026.98,2.0,0,1,100601.73,0,senior,vip,good
2784,15716449,527.0,Spain,Male,33,9.0,132168.28,1.0,0,0,98734.15,0,regular,vip,very poor
2785,15759913,553.0,Germany,Male,43,6.0,85200.82,2.0,1,1,160574.09,0,senior,long,very poor
2786,15701555,575.0,Spain,Male,53,1.0,84903.33,2.0,0,1,26015.8,0,senior,short,very poor
2787,15758482,626.0,France,Female,32,0.0,0.0,2.0,0,0,187172.54,0,regular,short,poor
2788,15758171,582.0,France,Male,20,4.0,0.0,1.0,1,1,55763.66,0,graduade,long,poor
2789,15680346,683.0,Spain,Male,40,8.0,0.0,1.0,1,0,75848.22,0,senior,vip,good
2790,15649124,850.0,France,Male,30,9.0,121535.18,1.0,0,0,40313.47,0,regular,vip,excellent
2791,15768455,679.0,France,Male,60,8.0,0.0,2.0,1,1,51380.9,0,senior,vip,good
2792,15703059,549.0,Germany,Female,49,6.0,124829.16,1.0,0,1,93551.36,0,senior,long,very poor
2793,15646196,850.0,Spain,Female,36,2.0,155180.56,2.0,0,0,169415.54,0,senior,mid,excellent
2794,15585451,558.0,Germany,Female,32,1.0,108262.87,1.0,1,1,6935.31,0,regular,short,very poor
2795,15714057,528.0,Spain,Male,40,4.0,0.0,2.0,1,0,25399.7,0,senior,long,very poor
2796,15748473,801.0,France,Male,38,5.0,0.0,2.0,1,0,66256.27,0,senior,long,excellent
2797,15785782,513.0,Spain,Male,48,2.0,0.0,1.0,1,1,114709.13,1,senior,mid,very poor
2798,15693233,666.0,Germany,Male,38,6.0,99812.88,2.0,1,1,158357.97,0,senior,long,poor
2799,15757521,606.0,France,Male,35,2.0,132164.26,1.0,0,1,164815.59,0,senior,mid,poor
2800,15812513,599.0,Germany,Male,45,5.048582995951417,103583.05,1.0,1,0,132127.69,1,senior,long,poor
2801,15674950,544.0,Germany,Male,39,4.0,142406.43,2.0,1,0,146637.45,0,senior,long,very poor
2802,15678572,529.0,Spain,Male,38,7.0,99842.5,2.0,1,0,90256.06,1,senior,vip,very poor
2803,15713608,643.2,France,Female,41,5.0,0.0,2.0,1,1,34827.43,0,senior,long,poor
2804,15579262,497.0,France,Male,41,9.0,68104.8228169014,1.0,0,0,22074.48,0,senior,vip,very poor
2805,15610426,764.0,France,Female,39,5.0,81042.42,1.0,0,1,109805.17,0,senior,long,very good
2806,15776454,603.0,France,Female,48,5.0,0.0,1.0,1,0,100478.6,1,senior,long,poor
2807,15771483,609.0,France,Male,40,6.0,0.0,2.0,1,1,97416.34,0,senior,long,poor
2808,15648489,487.0,France,Male,53,4.0,199689.49,1.0,1,1,24207.86,1,senior,long,very poor
2809,15646609,748.0,France,n/a,33,1.0,142645.43,1.0,0,0,69132.66,0,regular,short,very good
2810,15693203,710.0,Spain,Female,75,5.0,0.0,2.0,1,1,9376.89,0,retired,long,good
2811,15813067,432.0,Germany,Female,45,3.0,110219.14,1.0,1,0,43046.7,1,senior,mid,very poor
2812,15769829,534.0,Spain,Male,51,3.0,0.0,2.0,0,1,20856.31,0,senior,mid,very poor
2813,15773503,551.0,Spain,Male,32,4.0,0.0,2.0,1,0,53420.53,0,regular,long,very poor
2814,15705890,674.0,France,Male,45,7.0,142072.02,1.0,1,0,37013.29,0,senior,vip,good
2815,15711398,525.0,France,Female,25,6.0,0.0,2.0,1,0,89566.64,0,regular,long,very poor
2816,15752375,645.0,Germany,Male,33,8.0,149564.61,1.0,0,0,149913.84,0,regular,vip,poor
2817,15659175,755.0,France,Female,43,9.0,0.0,2.0,1,0,18066.69,0,senior,vip,very good
2818,15597033,708.0,Germany,Male,37,8.0,136969.77868040258,1.0,1,1,26912.34,0,senior,vip,good
2819,15590228,715.0,France,Male,21,6.0,76467.16,1.0,1,1,173511.72,0,graduade,long,good
2820,15631848,727.0,France,Female,26,9.0,121508.28,1.0,1,1,146785.44,0,regular,vip,good
2821,15654211,559.0,Spain,Female,27,1.0,0.0,1.0,0,1,1050.33,0,regular,short,very poor
2822,15707968,545.0,Spain,Male,36,8.0,73211.12,2.0,1,0,89587.34,1,senior,vip,very poor
2823,15594084,524.0,France,Male,22,9.0,0.0,2.0,1,0,74405.34,0,graduade,vip,very poor
2824,15651093,707.0,France,Female,55,1.0,0.0,2.0,0,1,54409.48,0,senior,short,good
2825,15798824,671.0,Spain,Male,38,0.0,92674.94,2.0,1,0,3647.57,0,senior,short,good
2826,15671591,439.0,Spain,Male,52,3.0,96196.24,4.0,1,0,198874.52,1,senior,mid,very poor
2827,15707189,667.0,Germany,Female,36,1.0,114391.62,1.0,1,1,53412.54,0,senior,short,poor
2828,15733581,831.0,Germany,Male,32,9.0,80262.66,1.0,1,0,194867.78,0,regular,vip,excellent
2829,15641640,545.0,Spain,Female,33,7.0,173331.52,1.0,1,0,150452.88,0,regular,vip,very poor
2830,15585284,604.0,Spain,Female,35,7.0,147285.52,1.0,1,1,57807.05,0,senior,vip,poor
2831,15617866,657.0,Spain,Male,67,5.0,119785.47,2.0,1,1,107534.32,0,retired,long,poor
2832,15667751,487.0,Spain,Female,36,1.0,140137.15,1.0,1,0,194073.33,0,senior,short,very poor
2833,15669411,750.0,Germany,Female,52,6.0,107467.56,1.0,1,0,126233.18,1,senior,long,very good
2834,15789425,694.0,Germany,Female,37,8.0,98218.04,2.0,1,0,182354.46,1,senior,vip,good
2835,15570943,711.0,Germany,Female,35,2.0,133607.75,1.0,1,1,120586.32,0,senior,mid,good
2836,15685829,551.0,France,Male,37,3.0,0.0,2.0,1,1,50578.4,0,senior,mid,very poor
2837,15721917,559.0,France,Female,38,8.0,95139.41,1.0,1,1,86575.46,0,senior,vip,very poor
2838,15776047,620.0,France,Female,29,3.0,0.0,2.0,0,1,153392.28,0,regular,mid,poor
2839,15716024,660.0,Spain,Male,42,5.0,0.0,2.0,1,0,115509.59,0,senior,long,poor
2840,15675328,449.0,France,Female,37,6.0,0.0,2.0,1,0,82176.48,0,senior,long,very poor
2841,15604314,703.0,Germany,Female,26,1.0,97331.19,1.0,1,0,63717.49,0,regular,short,good
2842,15658339,795.0,Germany,Male,37,2.0,139265.63,2.0,1,1,198745.94,0,senior,mid,very good
2843,15630402,594.0,France,Female,31,9.0,0.0,1.0,0,1,5719.11,0,regular,vip,poor
2844,15689616,586.0,Spain,Male,34,5.0,168094.01,1.0,0,0,20058.61,0,regular,long,poor
2845,15774224,613.0,Germany,Female,30,5.0,131563.88,2.0,1,0,170638.98,0,regular,long,poor
2846,15701291,601.0,France,Male,44,3.0,0.0,2.0,1,0,30607.11,0,senior,mid,poor
2847,15719606,657.0,France,Male,50,9.0,0.0,2.0,0,0,37171.46,0,senior,vip,poor
2848,15644119,531.0,France,Male,31,3.0,0.0,1.0,1,1,42589.33,0,regular,mid,very poor
2849,15646859,621.0,Germany,Male,47,7.0,107363.29,1.0,1,1,66799.28,0,senior,vip,poor
2850,15606836,782.0,France,Female,33,2.0,94493.03,1.0,0,1,101866.39,0,regular,mid,very good
2851,15664150,528.0,Germany,Female,29,9.0,170214.23,2.0,1,0,49284.0,0,regular,vip,very poor
2852,15624510,696.0,France,Male,52,6.0,139781.06,1.0,1,0,27445.4,1,senior,long,good
2853,15810944,586.0,France,Female,35,7.0,0.0,2.0,1,0,70760.69,0,senior,vip,poor
2854,15668575,626.0,Spain,Female,26,8.0,148610.41,3.0,0,1,104502.02,1,regular,vip,poor
2855,15603246,498.0,France,n/a,73,5.0,170241.7,2.0,1,1,165407.96,0,retired,long,very poor
2856,15804002,691.0,France,Female,38,1.0,128306.83,1.0,1,1,113580.79,0,senior,short,good
2857,15728773,568.0,France,Female,47,7.0,0.0,2.0,1,1,45978.39,0,senior,vip,very poor
2858,15598044,715.0,France,Female,35,3.0,0.0,1.0,1,1,152012.36,0,senior,mid,good
2859,15694829,680.0,Germany,Male,32,7.0,175454.0,1.0,0,1,77349.92,0,regular,vip,good
2860,15600575,802.0,Spain,Male,41,6.0,0.0,2.0,1,0,47322.05,0,senior,long,excellent
2861,15727311,539.0,France,Female,22,0.0,100885.93,2.0,1,1,38772.65,0,graduade,short,very poor
2862,15570769,494.0,France,Male,69,9.0,93320.8,1.0,1,1,24489.44,0,retired,vip,very poor
2863,15606274,594.0,Germany,Male,38,6.0,63176.44,2.0,1,1,14466.08,0,senior,long,poor
2864,15746139,596.0,France,Male,33,2.0,139451.67,1.0,0,0,63142.12,0,regular,mid,poor
2865,15704987,649.0,France,Female,52,8.0,49113.75,1.0,1,0,41858.43,0,senior,vip,poor
2866,15628972,699.0,Germany,Male,32,1.0,123906.22,3.0,1,1,127443.82,1,regular,short,good
2867,15697686,787.0,France,Female,40,6.0,0.0,2.0,1,1,84151.98,0,senior,long,very good
2868,15733883,604.0,France,Male,28,7.0,0.0,2.0,0,0,58595.64,0,regular,vip,poor
2869,15617482,489.0,Germany,Female,52,1.0,131441.51,1.0,1,0,37240.11,1,senior,short,very poor
2870,15704583,651.0,France,Male,56,2.0,0.0,1.0,1,0,114522.68,1,senior,mid,poor
2871,15621083,698.0,France,Male,57,6.0,136325.48,2.0,1,1,72549.27,1,senior,long,good
2872,15649487,578.0,Germany,Female,38,4.0,113150.44,2.0,1,0,176712.59,1,senior,long,very poor
2873,15736760,538.0,Spain,Female,42,9.0,0.0,1.0,0,0,152855.96,0,senior,vip,very poor
2874,15714658,696.0,France,Female,33,4.0,0.0,2.0,1,1,73371.65,0,regular,long,good
2875,15599081,507.0,Germany,Female,46,8.0,102785.16,1.0,1,1,70323.68,0,senior,vip,very poor
2876,15705113,685.0,Spain,Male,34,6.0,83264.28,1.0,0,0,9663.28,0,regular,long,good
2877,15792818,499.0,Germany,Female,29,6.0,148051.52,1.0,1,0,118623.94,0,regular,long,very poor
2878,15633531,717.0,France,Female,76,9.0,138489.66,1.0,1,1,68400.14,0,retired,vip,good
2879,15744529,510.0,France,Male,63,8.0,0.0,2.0,1,1,115291.86,0,senior,vip,very poor
2880,15669656,632.0,France,Male,32,6.0,111589.33,1.0,1,1,170382.99,0,regular,long,poor
2881,15581198,668.0,Germany,Female,39,0.0,122104.79,1.0,1,0,112946.67,1,senior,short,poor
2882,15729054,744.0,Germany,Male,32,4.0,96106.83,1.0,1,1,79812.77,0,regular,long,very good
2883,15573452,663.0,Germany,Male,42,7.0,115930.87,1.0,1,0,19862.78,0,senior,vip,poor
2884,15776733,638.0,Germany,n/a,37,5.62962962962963,124513.66,2.0,1,0,158610.89,0,senior,long,poor
2885,15724858,688.0,France,Female,54,9.0,0.0,1.0,1,0,191212.63,1,senior,vip,good
2886,15713144,588.0,Spain,Male,46,8.0,0.0,1.0,1,0,61931.21,0,senior,vip,poor
2887,15690188,631.0,France,Male,33,7.0,0.0,1.0,1,1,58043.02,1,regular,vip,poor
2888,15689425,661.7302631578947,Spain,Male,35,8.0,100988.39,2.0,1,0,22247.27,0,senior,vip,poor
2889,15671766,599.0,France,Male,44,10.0,118577.24,1.0,1,1,31448.52,0,senior,vip,poor
2890,15782806,718.0,Spain,Male,28,6.0,0.0,2.0,1,0,146875.86,0,regular,long,good
2891,15764419,730.0,France,Male,27,5.0,0.0,2.0,1,1,116081.93,0,regular,long,good
2892,15591915,533.0,France,Female,39,2.0,0.0,1.0,0,1,73669.94,1,senior,mid,very poor
2893,15772798,711.0,Spain,Female,28,5.0,0.0,2.0,1,1,93959.96,0,regular,long,good
2894,15792008,555.0,Spain,Female,26,9.0,0.0,2.0,0,1,158918.03,0,regular,vip,very poor
2895,15715541,850.0,France,n/a,42,9.0,113311.11,1.0,1,1,198193.75,0,senior,vip,excellent
2896,15639277,678.0,France,Female,41,9.0,0.0,1.0,0,0,13160.03,0,senior,vip,good
2897,15798850,576.0,n/a,Male,32,7.0,0.0,2.0,1,0,4660.91,0,regular,vip,very poor
2898,15776348,835.0,Germany,Male,20,4.0,124365.42,1.0,0,0,180197.74,1,graduade,long,excellent
2899,15727696,592.0,France,Male,42,1.0,147249.29,2.0,1,1,63023.02,0,senior,short,poor
2900,15793813,774.0,France,Male,36,7.0,103688.19,1.0,0,1,118971.74,0,senior,vip,very good
2901,15694395,620.0,France,Female,29,1.0,138740.24,2.0,0,0,154700.61,0,regular,short,poor
2902,15764195,519.0,Spain,Male,39,4.0,111900.14,1.0,1,1,97577.17,0,senior,long,very poor
2903,15744919,734.0,Spain,Female,37,0.0,152760.24,1.0,1,1,48990.5,0,senior,short,good
2904,15671655,763.0,Germany,Male,31,7.0,143966.3,2.0,1,1,140262.96,1,regular,vip,very good
2905,15654901,733.0,France,Male,51,10.0,141556.96,1.0,1,0,130189.53,0,senior,vip,good
2906,15649136,650.0,France,Female,43,6.0,0.0,2.0,1,1,16301.91,0,senior,long,poor
2907,15775562,538.0,France,Female,33,5.0,0.0,2.0,1,0,126962.41,0,regular,long,very poor
2908,15807481,577.0,France,Female,46,5.025710419485792,0.0,1.0,1,1,158750.53,0,senior,long,very poor
2909,15642885,792.0,France,Male,30,8.0,0.0,2.0,1,0,199644.2,0,regular,vip,very good
2910,15789109,686.0,France,Female,41,10.0,0.0,1.0,1,1,144272.71,1,senior,vip,good
2911,15814004,589.0,France,Male,29,2.0,0.0,2.0,0,1,98320.27,0,regular,mid,poor
2912,15673619,530.0,France,Male,25,9.0,162560.32,1.0,1,0,64129.03,0,regular,vip,very poor
2913,15595135,778.0,Germany,Female,29,7.0,123229.46,1.0,1,0,181221.09,0,regular,vip,very good
2914,15583681,616.0,Spain,Male,31,7.0,76665.71,2.0,1,1,163809.08,0,regular,vip,poor
2915,15605000,550.0,France,Male,38,9.0,140278.99,3.0,1,1,171457.06,1,senior,vip,very poor
2916,15718071,655.0,France,Female,51,3.0,0.0,2.0,0,1,15801.02,0,senior,mid,poor
2917,15679760,721.0,n/a,Male,46,1.0,115764.32,1.5,0,0,102950.79,0,senior,short,good
2918,15654574,499.0,Germany,Male,36,5.0,131142.53,2.0,1,0,174918.46,0,senior,long,very poor
2919,15577178,511.0,France,Male,45,5.0,68375.27,1.0,1,0,193160.25,1,senior,long,very poor
2920,15595324,579.0,Germany,Female,39,5.0,117833.3,3.0,0,0,5831.0,1,senior,long,poor
2921,15756932,696.0,n/a,Female,36,7.0,0.0,2.0,1,1,82298.59,0,senior,vip,good
2922,15726358,681.0,France,Male,34,7.0,0.0,2.0,0,0,130686.59,0,regular,vip,good
2923,15595228,815.0,France,n/a,45,7.0,0.0,1.0,0,1,52885.23,1,senior,vip,excellent
2924,15782530,681.0,Spain,Male,30,2.0,111093.01,1.0,1,0,68985.99,0,regular,mid,good
2925,15592877,641.0,Spain,Male,42,9.0,132657.55,1.0,1,0,35367.19,0,senior,vip,poor
2926,15651983,591.0,France,Female,56,9.0,128882.49,1.0,1,1,196241.94,1,senior,vip,poor
2927,15746737,565.0,Germany,Male,59,9.0,69129.59,1.0,1,1,170705.53,0,senior,vip,very poor
2928,15774179,487.0,France,Male,37,6.0,0.0,2.0,1,1,126477.41,0,senior,long,very poor
2929,15667265,729.0,France,Male,39,4.0,121404.64,1.0,1,1,159618.17,0,senior,long,good
2930,15655123,505.0,Spain,Female,45,9.0,131355.3,3.0,1,0,195395.33,1,senior,vip,very poor
2931,15595917,580.0,France,Female,35,1.0,102097.33,1.0,0,1,168285.85,0,senior,short,poor
2932,15668385,642.0,France,n/a,40,1.0,154863.15,1.0,1,1,138052.51,0,senior,short,poor
2933,15709476,850.0,Spain,Female,41,3.0,99945.93,2.0,1,0,71179.31,0,senior,mid,excellent
2934,15711218,616.0,Germany,Male,39,2.0,130945.79291666666,2.0,1,0,55556.3,0,senior,mid,poor
2935,15798659,526.0,Spain,Female,43,3.0,0.0,2.0,1,0,31705.19,0,senior,mid,very poor
2936,15663939,523.0,Germany,Male,35,8.0,138782.76,1.0,1,1,186118.93,0,senior,vip,very poor
2937,15694946,663.0,France,Male,35,9.0,0.0,2.0,1,1,195580.28,0,senior,vip,poor
2938,15631912,840.0,France,Male,30,8.0,136291.71,1.0,1,0,54113.38,0,regular,vip,excellent
2939,15768816,570.0,Germany,Male,42,0.0,107856.57,2.0,1,0,127528.84,0,senior,short,very poor
2940,15682268,676.0,Germany,Female,26,1.0,108348.66,1.0,0,0,60231.74,1,regular,short,good
2941,15684801,689.0,France,Male,47,1.0,93871.95,3.0,1,0,156878.42,1,senior,short,good
2942,15636428,703.0,Spain,Female,45,1.0,0.0,1.0,1,0,182784.11,1,senior,short,good
2943,15809823,491.0,Germany,Male,19,2.0,125860.2,1.0,0,0,129690.5,0,graduade,mid,very poor
2944,15699284,584.0,France,Male,49,8.0,172713.44,1.0,1,0,113860.81,0,senior,vip,poor
2945,15786993,810.0,France,Female,51,5.0,0.0,2.0,0,1,184524.74,0,senior,long,excellent
2946,15709441,745.0,Spain,Female,59,8.0,0.0,1.0,1,1,36124.98,0,senior,vip,very good
2947,15710257,625.0,France,Female,39,3.0,130786.92,1.0,0,1,121316.07,0,senior,mid,poor
2948,15582492,535.0,France,Female,29,2.0,112367.34,1.0,1,0,185630.76,0,regular,mid,very poor
2949,15575694,729.0,Spain,Female,45,7.0,91091.06,2.0,1,0,71133.12,0,senior,vip,good
2950,15756820,655.0,France,Female,26,7.0,106198.5,1.0,0,1,32020.42,0,regular,vip,poor
2951,15766289,751.0,France,Male,47,5.0,142669.93,2.0,1,0,162760.96,0,senior,long,very good
2952,15593014,525.0,France,Male,33,1.0,112833.35,1.0,0,1,175178.56,0,regular,short,very poor
2953,15584545,532.0,France,Female,40,5.0,0.0,2.0,0,1,177099.71,0,senior,long,very poor
2954,15675949,696.0,Spain,Female,43,4.0,0.0,2.0,1,1,66406.37,0,senior,long,good
2955,15672091,786.0,Germany,Female,32,2.0,104336.43,1.4615384615384615,0,0,59559.81,0,regular,mid,very good
2956,15801658,580.0,France,Male,55,6.0,104305.74,1.0,0,1,175750.21,0,senior,long,poor
2957,15706185,596.0,Germany,Male,47,5.0,140187.1,2.0,1,1,174311.3,0,senior,long,poor
2958,15789863,683.0,France,Male,39,4.0,0.0,2.0,1,0,171716.81,0,senior,long,good
2959,15720943,747.0,France,Female,45,1.0,114959.12,1.0,1,0,189362.39,1,senior,short,very good
2960,15697997,602.0,France,Male,33,5.0,164704.38,1.0,0,1,180716.1,1,regular,long,poor
2961,15665416,779.0,France,Male,62,10.0,119096.55,1.0,0,1,116977.89,0,senior,vip,very good
2962,15660200,551.0,France,Male,31,1.0,0.0,2.0,1,1,185105.44,0,regular,short,very poor
2963,15619653,666.0,France,Male,47,2.0,0.0,1.0,1,0,35046.97,1,senior,mid,poor
2964,15773447,526.0,Spain,Male,30,8.0,0.0,1.0,1,0,36251.0,0,regular,vip,very poor
2965,15739160,849.0,France,Female,41,9.0,115465.28,1.0,1,0,103174.5,0,senior,vip,excellent
2966,15689237,471.0,France,Female,27,4.0,0.0,2.0,1,0,122642.09,0,regular,long,very poor
2967,15679297,628.0,Spain,Male,43,3.0,184926.61,1.0,1,0,122937.57,0,senior,mid,poor
2968,15591433,674.0,Germany,Male,43,8.0,85957.88,2.0,1,0,8757.39,0,senior,vip,good
2969,15642725,797.0,France,Male,32,10.0,114084.6,1.0,0,1,125782.29,0,regular,vip,very good
2970,15701962,590.0,Spain,Female,29,2.0,166930.76,2.0,1,0,122487.73,0,regular,mid,poor
2971,15811613,588.0,France,Female,27,8.0,0.0,1.0,1,0,20066.38,0,regular,vip,poor
2972,15741049,577.0,France,Male,29,7.0,0.0,2.0,1,1,55473.15,0,regular,vip,very poor
2973,15724423,571.0,France,Female,38,6.0,107193.82,2.0,0,0,38962.94,0,senior,long,very poor
2974,15574305,680.0,France,Male,36,3.0,116275.12,1.0,1,1,63795.8,0,senior,mid,good
2975,15678168,648.0,Spain,Female,27,7.0,0.0,2.0,1,1,163060.43,0,regular,vip,poor
2976,15697020,618.0,France,Male,39,2.0,91068.56,1.0,1,0,26578.69,0,senior,mid,poor
2977,15610801,648.0,Germany,Male,41,5.0,123049.21,1.0,0,1,5066.76,0,senior,long,poor
2978,15745232,759.0,France,Female,39,6.0,0.0,2.0,1,1,140497.67,0,senior,long,very good
2979,15722758,585.0,France,Male,40,7.0,0.0,2.0,0,0,146156.98,0,senior,vip,poor
2980,15792102,774.0,France,Female,42,3.0,137781.65,1.0,0,0,199316.19,0,senior,mid,very good
2981,15675185,697.0,Germany,Female,48,2.0,108128.96,2.0,1,1,103944.37,0,senior,mid,good
2982,15801247,605.0,Spain,Male,39,10.0,105317.73,2.0,1,0,138021.36,0,senior,vip,poor
2983,15725660,676.0,France,Male,20,1.0,80569.73,1.0,0,0,68621.98,0,graduade,short,good
2984,15638963,678.0,France,Female,22,4.0,174852.89,1.0,1,1,28149.06,0,graduade,long,good
2985,15800061,495.0,Spain,Female,45,3.0,89158.94,3.0,1,0,135169.76,1,senior,mid,very poor
2986,15578006,787.0,France,Female,85,10.0,0.0,2.0,1,1,116537.96,0,retired,vip,very good
2987,15668504,770.0,France,Male,36,2.0,89800.14,1.0,1,1,105922.69,0,senior,mid,very good
2988,15687491,817.0,Germany,n/a,45,9.0,101207.75,1.0,0,0,88211.12,1,senior,vip,excellent
2989,15610403,659.0,France,Male,43,1.0,106086.42,2.0,1,0,26900.63,0,senior,short,poor
2990,15741094,693.0,France,Male,21,1.0,0.0,2.0,1,1,3494.02,0,graduade,short,good
2991,15807909,744.0,France,Male,47,9.0,0.0,2.0,1,0,113163.17,0,senior,vip,very good
2992,15666141,829.0,Spain,Female,26,8.0,101440.36,2.0,1,1,19324.5,0,regular,vip,excellent
2993,15617134,716.0,France,Male,38,4.0,0.0,2.0,1,0,189678.7,0,senior,long,good
2994,15783029,671.0,France,Male,34,7.0,106603.74,2.0,1,1,26387.71,0,regular,vip,good
2995,15622833,835.0,Germany,Female,29,10.0,130420.2,2.0,0,0,106276.55,0,regular,vip,excellent
2996,15746422,636.0,France,Female,38,1.0,0.0,1.0,1,0,45015.38,0,senior,short,poor
2997,15750839,649.0,Spain,Male,29,2.0,45022.23,1.0,1,1,173495.77,0,regular,mid,poor
2998,15749130,621.0,Germany,Male,27,1.0,74298.43,1.0,1,1,52581.96,0,regular,short,poor
2999,15779862,658.0,Germany,Female,31,3.0,133003.03,1.0,0,1,146339.27,1,regular,mid,poor
3000,15767871,784.0,Spain,Male,48,7.0,0.0,2.0,1,1,182609.97,0,senior,vip,very good
3001,15679651,783.0,Spain,Female,37,1.0,136689.66,1.0,1,0,197890.65,0,senior,short,very good
3002,15576219,615.0,France,Male,32,4.0,0.0,2.0,1,1,6225.63,0,regular,long,poor
3003,15699247,791.0,France,Female,44,5.0,0.0,2.0,1,1,123977.86,1,senior,long,very good
3004,15619087,762.0,France,Male,53,1.0,102520.37,1.0,1,1,170195.4,0,senior,short,very good
3005,15605327,607.0,France,Male,35,2.0,0.0,2.0,1,1,114190.3,0,senior,mid,poor
3006,15610140,601.0,France,n/a,34,5.0,0.0,2.0,1,0,27022.57,0,regular,long,poor
3007,15791174,540.0,Spain,Male,67,1.0,88382.01,1.0,0,1,59457.0,0,retired,short,very poor
